time_stamp,cpu,mem
1970-01-02 19:35:00,35.19402985074627,92.19402985074628
1970-01-02 19:40:00,35.17910447761194,92.17910447761194
1970-01-02 19:45:00,35.16417910447761,92.16417910447761
1970-01-02 19:50:00,35.149253731343286,92.14925373134328
1970-01-02 19:55:00,35.134328358208954,92.13432835820896
1970-01-02 20:00:00,35.11940298507463,92.11940298507463
1970-01-02 20:05:00,35.1044776119403,92.1044776119403
1970-01-02 20:10:00,35.08955223880597,92.08955223880596
1970-01-02 20:15:00,35.07462686567164,92.07462686567165
1970-01-02 20:20:00,35.059701492537314,92.05970149253731
1970-01-02 20:25:00,35.04477611940298,92.04477611940298
1970-01-02 20:30:00,35.02985074626866,92.02985074626865
1970-01-02 20:35:00,35.014925373134325,92.01492537313433
1970-01-02 20:40:00,35.0,92.0
1970-01-02 20:45:00,41.0,94.0
1970-01-02 20:50:00,55.0,96.0
1970-01-02 20:55:00,39.0,94.0
1970-01-02 21:00:00,43.0,96.0
1970-01-02 21:05:00,45.0,95.0
1970-01-02 21:10:00,60.0,97.0
1970-01-02 21:15:00,46.0,97.0
1970-01-02 21:20:00,47.0,97.0
1970-01-02 21:25:00,39.0,89.0
1970-01-02 21:30:00,35.0,90.0
1970-01-02 21:35:00,30.0,89.0
1970-01-02 21:40:00,28.0,87.0
1970-01-02 21:45:00,34.0,88.0
1970-01-02 21:50:00,28.0,89.0
1970-01-02 21:55:00,34.0,91.0
1970-01-02 22:00:00,30.0,89.0
1970-01-02 22:05:00,36.0,89.0
1970-01-02 22:10:00,27.0,90.0
1970-01-02 22:15:00,43.0,93.0
1970-01-02 22:20:00,36.0,91.0
1970-01-02 22:25:00,30.0,90.0
1970-01-02 22:30:00,34.0,90.0
1970-01-02 22:35:00,38.0,93.0
1970-01-02 22:40:00,39.0,93.0
1970-01-02 22:45:00,31.0,93.0
1970-01-02 22:50:00,36.0,95.0
1970-01-02 22:55:00,34.0,95.0
1970-01-02 23:00:00,29.0,89.0
1970-01-02 23:05:00,40.0,92.0
1970-01-02 23:10:00,31.0,90.0
1970-01-02 23:15:00,34.0,94.0
1970-01-02 23:20:00,29.0,91.0
1970-01-02 23:25:00,39.0,90.0
1970-01-02 23:30:00,39.0,88.0
1970-01-02 23:35:00,30.0,90.0
1970-01-02 23:40:00,23.0,88.0
1970-01-02 23:45:00,23.0,89.0
1970-01-02 23:50:00,28.0,92.0
1970-01-02 23:55:00,25.0,90.0
1970-01-03 00:00:00,26.0,92.0
1970-01-03 00:05:00,29.0,92.0
1970-01-03 00:10:00,43.0,93.0
1970-01-03 00:15:00,41.0,94.0
1970-01-03 00:20:00,56.0,94.0
1970-01-03 00:25:00,54.0,90.0
1970-01-03 00:30:00,38.0,92.0
1970-01-03 00:35:00,35.0,91.0
1970-01-03 00:40:00,42.0,88.0
1970-01-03 00:45:00,35.0,90.0
1970-01-03 00:50:00,31.0,88.0
1970-01-03 00:55:00,30.0,87.0
1970-01-03 01:00:00,28.0,89.0
1970-01-03 01:05:00,34.0,94.0
1970-01-03 01:10:00,31.0,92.0
1970-01-03 01:15:00,34.0,93.0
1970-01-03 01:20:00,56.0,96.0
1970-01-03 01:25:00,30.0,87.0
1970-01-03 01:30:00,40.0,88.0
1970-01-03 01:35:00,33.0,88.0
1970-01-03 01:40:00,34.0,90.0
1970-01-03 01:45:00,36.0,89.0
1970-01-03 01:50:00,34.0,87.0
1970-01-03 01:55:00,28.0,86.0
1970-01-03 02:00:00,36.0,89.0
1970-01-03 02:05:00,29.0,89.0
1970-01-03 02:10:00,44.0,94.0
1970-01-03 02:15:00,31.0,87.0
1970-01-03 02:20:00,24.0,85.0
1970-01-03 02:25:00,36.0,90.0
1970-01-03 02:30:00,32.0,88.0
1970-01-03 02:35:00,43.0,93.0
1970-01-03 02:40:00,33.0,90.0
1970-01-03 02:45:00,27.0,90.0
1970-01-03 02:50:00,28.0,91.0
1970-01-03 02:55:00,23.0,89.0
1970-01-03 03:00:00,38.0,92.0
1970-01-03 03:05:00,48.0,94.0
1970-01-03 03:10:00,38.0,92.0
1970-01-03 03:15:00,36.0,89.0
1970-01-03 03:20:00,31.0,89.0
1970-01-03 03:25:00,38.0,88.0
1970-01-03 03:30:00,23.0,87.0
1970-01-03 03:35:00,33.0,89.0
1970-01-03 03:40:00,48.0,93.0
1970-01-03 03:45:00,38.0,89.0
1970-01-03 03:50:00,33.0,92.0
1970-01-03 03:55:00,44.0,90.0
1970-01-03 04:00:00,35.0,90.0
1970-01-03 04:05:00,28.0,89.0
1970-01-03 04:10:00,46.0,92.0
1970-01-03 04:15:00,36.0,91.0
1970-01-03 04:20:00,42.0,92.0
1970-01-03 04:25:00,32.0,89.0
1970-01-03 04:30:00,51.0,90.0
1970-01-03 04:35:00,38.0,88.0
1970-01-03 04:40:00,57.0,92.0
1970-01-03 04:45:00,54.0,92.0
1970-01-03 04:50:00,42.0,90.0
1970-01-03 04:55:00,31.0,88.0
1970-01-03 05:00:00,32.0,88.0
1970-01-03 05:05:00,44.0,90.0
1970-01-03 05:10:00,44.0,88.0
1970-01-03 05:15:00,38.5,87.5
1970-01-03 05:20:00,33.0,87.0
1970-01-03 05:25:00,35.0,89.0
1970-01-03 05:30:00,33.0,90.0
1970-01-03 05:35:00,35.0,90.0
1970-01-03 05:40:00,49.0,93.0
1970-01-03 05:45:00,54.0,91.0
1970-01-03 05:50:00,46.0,90.0
1970-01-03 05:55:00,45.0,91.0
1970-01-03 06:00:00,57.0,93.0
1970-01-03 06:05:00,64.0,94.0
1970-01-03 06:10:00,62.0,95.0
1970-01-03 06:15:00,53.0,90.0
1970-01-03 06:20:00,54.0,92.0
1970-01-03 06:25:00,63.0,93.0
1970-01-03 06:30:00,77.0,92.0
1970-01-03 06:35:00,77.0,91.0
1970-01-03 06:40:00,60.0,89.0
1970-01-03 06:45:00,77.0,95.0
1970-01-03 06:50:00,61.0,94.0
1970-01-03 06:55:00,58.0,96.0
1970-01-03 07:00:00,65.0,96.0
1970-01-03 07:05:00,58.0,95.0
1970-01-03 07:10:00,62.0,95.0
1970-01-03 07:15:00,58.0,95.0
1970-01-03 07:20:00,52.0,95.0
1970-01-03 07:25:00,60.0,95.0
1970-01-03 07:30:00,57.0,94.0
1970-01-03 07:35:00,54.0,93.0
1970-01-03 07:40:00,48.0,88.0
1970-01-03 07:45:00,51.0,89.0
1970-01-03 07:50:00,59.0,91.0
1970-01-03 07:55:00,49.0,93.0
1970-01-03 08:00:00,47.0,90.0
1970-01-03 08:05:00,60.0,91.0
1970-01-03 08:10:00,65.0,89.0
1970-01-03 08:15:00,61.0,87.0
1970-01-03 08:20:00,76.0,95.0
1970-01-03 08:25:00,58.0,95.0
1970-01-03 08:30:00,55.0,88.0
1970-01-03 08:35:00,60.0,92.0
1970-01-03 08:40:00,50.0,89.0
1970-01-03 08:45:00,55.0,91.0
1970-01-03 08:50:00,43.0,88.0
1970-01-03 08:55:00,43.0,88.0
1970-01-03 09:00:00,51.0,91.0
1970-01-03 09:05:00,63.0,97.0
1970-01-03 09:10:00,58.0,89.0
1970-01-03 09:15:00,50.0,86.0
1970-01-03 09:20:00,58.0,87.0
1970-01-03 09:25:00,57.0,88.0
1970-01-03 09:30:00,65.0,92.0
1970-01-03 09:35:00,59.5,90.0
1970-01-03 09:40:00,54.0,88.0
1970-01-03 09:45:00,52.0,91.0
1970-01-03 09:50:00,54.0,89.0
1970-01-03 09:55:00,57.0,88.0
1970-01-03 10:00:00,65.0,94.0
1970-01-03 10:05:00,63.0,95.0
1970-01-03 10:10:00,61.0,90.0
1970-01-03 10:15:00,51.0,89.0
1970-01-03 10:20:00,57.5,92.0
1970-01-03 10:25:00,64.0,95.0
1970-01-03 10:30:00,72.0,95.0
1970-01-03 10:35:00,61.0,86.0
1970-01-03 10:40:00,56.0,84.0
1970-01-03 10:45:00,54.0,85.0
1970-01-03 10:50:00,54.0,84.0
1970-01-03 10:55:00,58.0,86.0
1970-01-03 11:00:00,56.0,86.0
1970-01-03 11:05:00,71.0,88.0
1970-01-03 11:10:00,72.0,87.0
1970-01-03 11:15:00,65.0,84.0
1970-01-03 11:20:00,66.0,86.0
1970-01-03 11:25:00,52.0,85.0
1970-01-03 11:30:00,52.0,87.0
1970-01-03 11:35:00,60.0,87.0
1970-01-03 11:40:00,47.0,85.0
1970-01-03 11:45:00,46.0,85.0
1970-01-03 11:50:00,53.0,85.0
1970-01-03 11:55:00,44.0,84.0
1970-01-03 12:00:00,57.0,88.0
1970-01-03 12:05:00,59.0,88.0
1970-01-03 12:10:00,54.0,84.0
1970-01-03 12:15:00,57.0,87.0
1970-01-03 12:20:00,65.0,88.0
1970-01-03 12:25:00,59.0,89.0
1970-01-03 12:30:00,47.0,86.0
1970-01-03 12:35:00,41.0,87.0
1970-01-03 12:40:00,44.0,87.0
1970-01-03 12:45:00,40.0,85.0
1970-01-03 12:50:00,49.0,88.0
1970-01-03 12:55:00,26.0,87.0
1970-01-03 13:00:00,42.0,88.0
1970-01-03 13:05:00,39.0,89.0
1970-01-03 13:10:00,35.0,85.0
1970-01-03 13:15:00,62.0,89.0
1970-01-03 13:20:00,38.0,86.0
1970-01-03 13:25:00,31.0,85.0
1970-01-03 13:30:00,39.0,87.0
1970-01-03 13:35:00,51.0,88.0
1970-01-03 13:40:00,46.0,87.0
1970-01-03 13:45:00,49.0,91.0
1970-01-03 13:50:00,55.0,87.0
1970-01-03 13:55:00,36.0,87.0
1970-01-03 14:00:00,39.0,88.0
1970-01-03 14:05:00,41.0,88.0
1970-01-03 14:10:00,46.0,89.0
1970-01-03 14:15:00,46.0,92.0
1970-01-03 14:20:00,43.0,91.0
1970-01-03 14:25:00,46.0,93.0
1970-01-03 14:30:00,42.0,92.0
1970-01-03 14:35:00,54.0,91.0
1970-01-03 14:40:00,38.0,88.0
1970-01-03 14:45:00,34.0,89.0
1970-01-03 14:50:00,35.0,88.0
1970-01-03 14:55:00,56.0,91.0
1970-01-03 15:00:00,49.0,94.0
1970-01-03 15:05:00,51.0,94.0
1970-01-03 15:10:00,62.0,97.0
1970-01-03 15:15:00,61.0,96.0
1970-01-03 15:20:00,41.0,94.0
1970-01-03 15:25:00,46.0,93.0
1970-01-03 15:30:00,35.0,93.0
1970-01-03 15:35:00,38.0,93.0
1970-01-03 15:40:00,43.0,93.0
1970-01-03 15:45:00,40.0,94.0
1970-01-03 15:50:00,40.0,94.5
1970-01-03 15:55:00,40.0,95.0
1970-01-03 16:00:00,37.0,92.0
1970-01-03 16:05:00,49.0,93.0
1970-01-03 16:10:00,52.0,94.0
1970-01-03 16:15:00,41.0,96.0
1970-01-03 16:20:00,39.0,94.0
1970-01-03 16:25:00,42.0,93.0
1970-01-03 16:30:00,28.0,92.0
1970-01-03 16:35:00,33.0,94.0
1970-01-03 16:40:00,50.0,95.0
1970-01-03 16:45:00,46.0,96.0
1970-01-03 16:50:00,45.0,96.0
1970-01-03 16:55:00,33.0,94.0
1970-01-03 17:00:00,34.0,93.0
1970-01-03 17:05:00,45.0,96.0
1970-01-03 17:10:00,43.0,93.0
1970-01-03 17:15:00,54.0,95.0
1970-01-03 17:20:00,39.0,93.0
1970-01-03 17:25:00,42.0,95.0
1970-01-03 17:30:00,44.0,95.0
1970-01-03 17:35:00,35.0,93.0
1970-01-03 17:40:00,30.0,93.0
1970-01-03 17:45:00,26.0,91.0
1970-01-03 17:50:00,31.0,94.0
1970-01-03 17:55:00,28.0,95.0
1970-01-03 18:00:00,35.0,97.0
1970-01-03 18:05:00,33.0,94.0
1970-01-03 18:10:00,31.0,93.0
1970-01-03 18:15:00,38.0,93.0
1970-01-03 18:20:00,33.5,94.0
1970-01-03 18:25:00,29.0,95.0
1970-01-03 18:30:00,37.0,94.0
1970-01-03 18:35:00,27.0,94.0
1970-01-03 18:40:00,34.0,95.0
1970-01-03 18:45:00,26.0,94.0
1970-01-03 18:50:00,31.0,95.0
1970-01-03 18:55:00,28.0,95.0
1970-01-03 19:00:00,25.0,95.0
1970-01-03 19:05:00,39.0,96.0
1970-01-03 19:10:00,34.0,94.0
1970-01-03 19:15:00,32.0,91.0
1970-01-03 19:20:00,35.0,91.0
1970-01-03 19:25:00,31.0,91.0
1970-01-03 19:30:00,27.0,93.0
1970-01-03 19:35:00,25.0,91.0
1970-01-03 19:40:00,30.0,92.0
1970-01-03 19:45:00,30.0,93.0
1970-01-03 19:50:00,36.0,93.0
1970-01-03 19:55:00,40.0,95.0
1970-01-03 20:00:00,43.0,95.0
1970-01-03 20:05:00,40.0,97.0
1970-01-03 20:10:00,48.0,92.0
1970-01-03 20:15:00,50.0,94.0
1970-01-03 20:20:00,55.0,94.0
1970-01-03 20:25:00,35.0,91.0
1970-01-03 20:30:00,35.0,92.0
1970-01-03 20:35:00,25.0,92.0
1970-01-03 20:40:00,37.0,96.0
1970-01-03 20:45:00,31.0,95.0
1970-01-03 20:50:00,27.0,94.0
1970-01-03 20:55:00,27.0,93.0
1970-01-03 21:00:00,30.0,94.0
1970-01-03 21:05:00,45.0,97.0
1970-01-03 21:10:00,30.0,97.0
1970-01-03 21:15:00,52.0,93.0
1970-01-03 21:20:00,36.0,96.0
1970-01-03 21:25:00,30.0,91.0
1970-01-03 21:30:00,27.0,90.0
1970-01-03 21:35:00,34.0,92.0
1970-01-03 21:40:00,45.0,94.0
1970-01-03 21:45:00,39.0,93.0
1970-01-03 21:50:00,25.0,91.0
1970-01-03 21:55:00,28.0,93.0
1970-01-03 22:00:00,38.0,94.0
1970-01-03 22:05:00,40.0,95.0
1970-01-03 22:10:00,30.0,91.0
1970-01-03 22:15:00,21.0,91.0
1970-01-03 22:20:00,29.0,93.0
1970-01-03 22:25:00,34.0,93.0
1970-01-03 22:30:00,27.0,93.0
1970-01-03 22:35:00,28.0,92.0
1970-01-03 22:40:00,33.0,93.0
1970-01-03 22:45:00,25.0,94.0
1970-01-03 22:50:00,19.0,93.0
1970-01-03 22:55:00,25.0,93.0
1970-01-03 23:00:00,24.0,93.0
1970-01-03 23:05:00,37.0,96.0
1970-01-03 23:10:00,32.0,96.0
1970-01-03 23:15:00,27.0,92.0
1970-01-03 23:20:00,31.0,93.0
1970-01-03 23:25:00,25.0,93.0
1970-01-03 23:30:00,33.0,93.0
1970-01-03 23:35:00,30.0,94.0
1970-01-03 23:40:00,24.0,94.0
1970-01-03 23:45:00,24.0,93.0
1970-01-03 23:50:00,23.0,95.0
1970-01-03 23:55:00,24.0,95.0
1970-01-04 00:00:00,30.0,97.0
1970-01-04 00:05:00,18.0,94.0
1970-01-04 00:10:00,41.0,94.0
1970-01-04 00:15:00,34.0,91.0
1970-01-04 00:20:00,37.0,92.0
1970-01-04 00:25:00,53.0,92.0
1970-01-04 00:30:00,53.0,97.0
1970-01-04 00:35:00,43.0,89.0
1970-01-04 00:40:00,21.0,88.0
1970-01-04 00:45:00,37.0,95.0
1970-01-04 00:50:00,28.0,92.0
1970-01-04 00:55:00,21.0,90.0
1970-01-04 01:00:00,36.0,92.0
1970-01-04 01:05:00,35.0,93.0
1970-01-04 01:10:00,37.0,91.0
1970-01-04 01:15:00,24.0,87.0
1970-01-04 01:20:00,32.0,88.0
1970-01-04 01:25:00,47.0,90.0
1970-01-04 01:30:00,35.0,89.0
1970-01-04 01:35:00,48.0,96.0
1970-01-04 01:40:00,35.0,89.0
1970-01-04 01:45:00,26.0,86.0
1970-01-04 01:50:00,30.0,87.0
1970-01-04 01:55:00,24.0,87.0
1970-01-04 02:00:00,36.0,87.0
1970-01-04 02:05:00,36.0,85.0
1970-01-04 02:10:00,38.0,86.0
1970-01-04 02:15:00,32.0,87.0
1970-01-04 02:20:00,41.0,89.0
1970-01-04 02:25:00,33.0,85.0
1970-01-04 02:30:00,31.0,85.0
1970-01-04 02:35:00,33.0,88.0
1970-01-04 02:40:00,34.0,89.0
1970-01-04 02:45:00,31.0,86.0
1970-01-04 02:50:00,23.0,85.0
1970-01-04 02:55:00,25.0,85.0
1970-01-04 03:00:00,29.0,86.0
1970-01-04 03:05:00,43.0,89.0
1970-01-04 03:10:00,37.0,91.0
1970-01-04 03:15:00,40.0,93.0
1970-01-04 03:20:00,35.0,92.0
1970-01-04 03:25:00,40.0,93.0
1970-01-04 03:30:00,38.0,95.0
1970-01-04 03:35:00,37.0,97.0
1970-01-04 03:40:00,43.0,85.0
1970-01-04 03:45:00,44.0,98.0
1970-01-04 03:50:00,37.0,86.0
1970-01-04 03:55:00,36.0,84.0
1970-01-04 04:00:00,41.0,85.0
1970-01-04 04:05:00,56.0,88.0
1970-01-04 04:10:00,51.0,90.0
1970-01-04 04:15:00,44.0,84.0
1970-01-04 04:20:00,44.0,83.0
1970-01-04 04:25:00,35.0,83.0
1970-01-04 04:30:00,40.0,85.0
1970-01-04 04:35:00,36.0,84.0
1970-01-04 04:40:00,33.0,84.0
1970-01-04 04:45:00,32.0,86.0
1970-01-04 04:50:00,31.0,86.0
1970-01-04 04:55:00,31.0,85.0
1970-01-04 05:00:00,24.0,84.0
1970-01-04 05:05:00,40.0,88.0
1970-01-04 05:10:00,50.0,87.0
1970-01-04 05:15:00,50.0,88.0
1970-01-04 05:20:00,27.0,87.0
1970-01-04 05:25:00,27.0,86.0
1970-01-04 05:30:00,35.0,88.0
1970-01-04 05:35:00,44.0,90.0
1970-01-04 05:40:00,30.0,89.0
1970-01-04 05:45:00,36.0,86.0
1970-01-04 05:50:00,41.0,90.0
1970-01-04 05:55:00,45.0,92.0
1970-01-04 06:00:00,47.0,94.0
1970-01-04 06:05:00,75.0,95.0
1970-01-04 06:10:00,47.0,92.0
1970-01-04 06:15:00,37.0,90.0
1970-01-04 06:20:00,44.0,92.0
1970-01-04 06:25:00,33.0,91.0
1970-01-04 06:30:00,74.0,95.0
1970-01-04 06:35:00,79.0,95.0
1970-01-04 06:40:00,61.0,94.0
1970-01-04 06:45:00,81.0,93.0
1970-01-04 06:50:00,53.0,96.0
1970-01-04 06:55:00,75.0,93.0
1970-01-04 07:00:00,66.0,93.0
1970-01-04 07:05:00,53.0,92.0
1970-01-04 07:10:00,67.0,94.0
1970-01-04 07:15:00,52.0,95.0
1970-01-04 07:20:00,61.0,93.0
1970-01-04 07:25:00,56.0,95.0
1970-01-04 07:30:00,53.0,92.0
1970-01-04 07:35:00,58.0,95.0
1970-01-04 07:40:00,77.0,93.0
1970-01-04 07:45:00,41.0,91.0
1970-01-04 07:50:00,49.0,91.0
1970-01-04 07:55:00,47.0,95.0
1970-01-04 08:00:00,41.0,95.0
1970-01-04 08:05:00,67.0,96.0
1970-01-04 08:10:00,46.0,94.0
1970-01-04 08:15:00,50.0,93.0
1970-01-04 08:20:00,52.0,91.0
1970-01-04 08:25:00,38.0,87.0
1970-01-04 08:30:00,31.0,86.0
1970-01-04 08:35:00,43.0,90.0
1970-01-04 08:40:00,44.0,90.0
1970-01-04 08:45:00,66.0,95.0
1970-01-04 08:50:00,64.0,91.0
1970-01-04 08:55:00,37.0,90.0
1970-01-04 09:00:00,40.0,84.0
1970-01-04 09:05:00,65.0,93.0
1970-01-04 09:10:00,65.0,90.0
1970-01-04 09:15:00,43.0,88.0
1970-01-04 09:20:00,43.0,88.0
1970-01-04 09:25:00,45.0,88.0
1970-01-04 09:30:00,52.0,89.0
1970-01-04 09:35:00,61.0,88.0
1970-01-04 09:40:00,63.0,88.0
1970-01-04 09:45:00,53.0,89.0
1970-01-04 09:50:00,41.0,90.0
1970-01-04 09:55:00,31.0,87.0
1970-01-04 10:00:00,41.0,91.0
1970-01-04 10:05:00,44.0,91.0
1970-01-04 10:10:00,63.0,95.0
1970-01-04 10:15:00,61.0,91.0
1970-01-04 10:20:00,40.0,90.0
1970-01-04 10:25:00,49.0,91.0
1970-01-04 10:30:00,35.0,89.0
1970-01-04 10:35:00,49.0,91.0
1970-01-04 10:40:00,51.0,91.0
1970-01-04 10:45:00,44.0,94.0
1970-01-04 10:50:00,56.0,93.0
1970-01-04 10:55:00,42.0,93.0
1970-01-04 11:00:00,54.0,97.0
1970-01-04 11:05:00,55.0,96.0
1970-01-04 11:10:00,59.0,91.0
1970-01-04 11:15:00,56.0,94.0
1970-01-04 11:20:00,68.0,97.0
1970-01-04 11:25:00,42.0,94.0
1970-01-04 11:30:00,66.0,95.0
1970-01-04 11:35:00,44.0,92.0
1970-01-04 11:40:00,63.0,95.0
1970-01-04 11:45:00,50.0,97.0
1970-01-04 11:50:00,62.0,97.0
1970-01-04 11:55:00,57.0,94.0
1970-01-04 12:00:00,61.0,93.0
1970-01-04 12:05:00,52.0,96.0
1970-01-04 12:10:00,57.0,97.0
1970-01-04 12:15:00,65.0,97.0
1970-01-04 12:20:00,49.0,95.0
1970-01-04 12:25:00,56.0,89.0
1970-01-04 12:30:00,36.0,89.0
1970-01-04 12:35:00,63.0,92.0
1970-01-04 12:40:00,35.0,91.0
1970-01-04 12:45:00,41.0,94.0
1970-01-04 12:50:00,54.0,95.0
1970-01-04 12:55:00,52.0,94.0
1970-01-04 13:00:00,42.0,93.0
1970-01-04 13:05:00,42.0,90.0
1970-01-04 13:10:00,43.0,93.0
1970-01-04 13:15:00,46.0,95.0
1970-01-04 13:20:00,73.0,97.0
1970-01-04 13:25:00,48.0,89.0
1970-01-04 13:30:00,37.0,87.0
1970-01-04 13:35:00,45.0,88.0
1970-01-04 13:40:00,45.0,91.0
1970-01-04 13:45:00,58.0,88.0
1970-01-04 13:50:00,45.0,91.0
1970-01-04 13:55:00,63.0,92.0
1970-01-04 14:00:00,46.0,91.0
1970-01-04 14:05:00,70.0,93.0
1970-01-04 14:10:00,62.0,94.0
1970-01-04 14:15:00,46.0,93.0
1970-01-04 14:20:00,55.0,96.0
1970-01-04 14:25:00,61.0,92.0
1970-01-04 14:30:00,56.0,92.0
1970-01-04 14:35:00,38.0,92.0
1970-01-04 14:40:00,43.0,92.0
1970-01-04 14:45:00,69.0,91.0
1970-01-04 14:50:00,43.0,91.0
1970-01-04 14:55:00,33.0,92.0
1970-01-04 15:00:00,45.0,93.0
1970-01-04 15:05:00,39.0,95.0
1970-01-04 15:10:00,47.0,94.0
1970-01-04 15:15:00,36.0,97.0
1970-01-04 15:20:00,35.0,93.0
1970-01-04 15:25:00,53.0,94.0
1970-01-04 15:30:00,38.0,93.0
1970-01-04 15:35:00,35.0,95.0
1970-01-04 15:40:00,28.0,94.0
1970-01-04 15:45:00,32.0,94.0
1970-01-04 15:50:00,45.0,94.0
1970-01-04 15:55:00,33.0,95.0
1970-01-04 16:00:00,65.0,96.0
1970-01-04 16:05:00,37.0,97.0
1970-01-04 16:10:00,35.0,94.0
1970-01-04 16:15:00,46.0,94.0
1970-01-04 16:20:00,31.0,95.0
1970-01-04 16:25:00,47.0,97.0
1970-01-04 16:30:00,47.0,92.0
1970-01-04 16:35:00,55.0,92.0
1970-01-04 16:40:00,51.0,91.0
1970-01-04 16:45:00,26.0,90.0
1970-01-04 16:50:00,47.0,93.0
1970-01-04 16:55:00,36.0,93.0
1970-01-04 17:00:00,28.0,91.0
1970-01-04 17:05:00,56.0,94.0
1970-01-04 17:10:00,31.0,94.0
1970-01-04 17:15:00,23.0,92.0
1970-01-04 17:20:00,30.0,95.0
1970-01-04 17:25:00,49.0,95.0
1970-01-04 17:30:00,34.0,95.0
1970-01-04 17:35:00,32.0,92.0
1970-01-04 17:40:00,65.0,92.0
1970-01-04 17:45:00,26.0,94.0
1970-01-04 17:50:00,75.0,93.0
1970-01-04 17:55:00,78.0,92.0
1970-01-04 18:00:00,37.0,95.0
1970-01-04 18:05:00,36.0,95.0
1970-01-04 18:10:00,30.0,95.0
1970-01-04 18:15:00,36.0,95.0
1970-01-04 18:20:00,32.0,97.0
1970-01-04 18:25:00,49.0,97.0
1970-01-04 18:30:00,38.0,97.0
1970-01-04 18:35:00,26.0,93.0
1970-01-04 18:40:00,23.0,93.0
1970-01-04 18:45:00,29.0,94.0
1970-01-04 18:50:00,36.0,94.0
1970-01-04 18:55:00,36.0,94.0
1970-01-04 19:00:00,25.0,94.0
1970-01-04 19:05:00,25.0,95.0
1970-01-04 19:10:00,28.0,95.0
1970-01-04 19:15:00,28.0,95.0
1970-01-04 19:20:00,31.0,95.0
1970-01-04 19:25:00,25.0,96.0
1970-01-04 19:30:00,75.0,94.0
1970-01-04 19:35:00,31.0,96.0
1970-01-04 19:40:00,44.0,97.0
1970-01-04 19:45:00,22.0,94.0
1970-01-04 19:50:00,33.0,97.0
1970-01-04 19:55:00,28.0,96.0
1970-01-04 20:00:00,28.0,95.0
1970-01-04 20:05:00,24.0,95.0
1970-01-04 20:10:00,34.0,94.0
1970-01-04 20:15:00,30.0,95.0
1970-01-04 20:20:00,59.0,95.0
